Sample Name,Dilution Factor,Analyte,Mass,Concentration,Units
20-042648-0010,56.1924027871432,As,75,0.002969,ppm
20-042648-0010,56.1924027871432,Se,78,0.004395,ppm
20-042648-0010,56.1924027871432,Mo,95,0.011868,ppm
20-042648-0010,56.1924027871432,Cd,111,0.000129,ppm
20-042648-0010 dilution,280.962013935716,Be,9,0.000008,ppm
20-042648-0010 dilution,280.962013935716,B,11,0.079412,ppm
20-042648-0010 dilution,280.962013935716,Sn,118,0.010527,ppm
20-042648-0010 dilution,280.962013935716,Sb,121,0.000543,ppm
20-042648-0010 dilution,280.962013935716,Hg,202,0.005233,ppm
20-042648-0010 dilution,280.962013935716,Pb,208,0.003553,ppm
20-042648-0010 dilution,280.962013935716,Mg,24,9.169595,ppm
20-042648-0010 dilution,280.962013935716,Al,27,0.134627,ppm
20-042648-0010 dilution,280.962013935716,Ti,47,0.020915,ppm
20-042648-0010 dilution,280.962013935716,Cr,52,0.047271,ppm
20-042648-0010 dilution,280.962013935716,Mn,55,0.445427,ppm
20-042648-0010 dilution,280.962013935716,Fe,56,7.839830,ppm
20-042648-0010 dilution,280.962013935716,Co,59,0.007271,ppm
20-042648-0010 dilution,280.962013935716,Ni,60,0.022968,ppm
20-042648-0010 dilution,280.962013935716,Cu,65,919.951360,ppm
20-042648-0010 dilution,280.962013935716,Zn,66,1.266299,ppm
20-042648-0010 dilution,280.962013935716,As,75,0.002920,ppm
20-042648-0010 dilution,280.962013935716,Se,78,0.002812,ppm
20-042648-0010 dilution,280.962013935716,Mo,95,0.011252,ppm
20-042648-0010 dilution,280.962013935716,Cd,111,0.000094,ppm
20-042648-0010,47.6598989610142,Be,9,0.000037,ppm
20-042648-0010,47.6598989610142,B,11,0.062916,ppm
20-042648-0010,47.6598989610142,Sn,118,0.012337,ppm
20-042648-0010,47.6598989610142,Sb,121,0.000540,ppm
20-042648-0010,47.6598989610142,Hg,202,0.005441,ppm
20-042648-0010,47.6598989610142,Pb,208,0.001297,ppm
20-042648-0010,47.6598989610142,Mg,24,9.400804,ppm
20-042648-0010,47.6598989610142,Al,27,0.131797,ppm
20-042648-0010,47.6598989610142,Ti,47,0.022666,ppm
20-042648-0010,47.6598989610142,Cr,52,0.045011,ppm
20-042648-0010,47.6598989610142,Mn,55,0.450760,ppm
20-042648-0010,47.6598989610142,Fe,56,8.584224,ppm
20-042648-0010,47.6598989610142,Co,59,0.006956,ppm
20-042648-0010,47.6598989610142,Ni,60,0.018982,ppm
20-042648-0010,47.6598989610142,Cu,65,903.515863,ppm
20-042648-0010,47.6598989610142,Zn,66,1.297466,ppm
20-042648-0010,47.6598989610142,As,75,0.003176,ppm
20-042648-0010,47.6598989610142,Se,78,0.003841,ppm
20-042648-0010,47.6598989610142,Mo,95,0.012012,ppm
20-042648-0010,47.6598989610142,Cd,111,0.000056,ppm
20-042648-0010 D,238.299494805071,Be,9,0.000058,ppm
20-042648-0010 D,238.299494805071,B,11,0.051867,ppm
20-042648-0010 D,238.299494805071,Sn,118,0.011310,ppm
20-042648-0010 D,238.299494805071,Sb,121,0.000485,ppm
20-042648-0010 D,238.299494805071,Hg,202,0.005283,ppm
20-042648-0010 D,238.299494805071,Pb,208,0.002611,ppm
20-042648-0010 D,238.299494805071,Mg,24,9.005238,ppm
20-042648-0010 D,238.299494805071,Al,27,0.118505,ppm
20-042648-0010 D,238.299494805071,Ti,47,0.002380,ppm
20-042648-0010 D,238.299494805071,Cr,52,0.046272,ppm
20-042648-0010 D,238.299494805071,Mn,55,0.456374,ppm
20-042648-0010 D,238.299494805071,Fe,56,7.954493,ppm
20-042648-0010 D,238.299494805071,Co,59,0.006901,ppm
20-042648-0010 D,238.299494805071,Ni,60,0.021452,ppm
20-042648-0010 D,238.299494805071,Cu,65,914.188492,ppm
20-042648-0010 D,238.299494805071,Zn,66,1.235223,ppm
20-042648-0010 D,238.299494805071,As,75,0.002725,ppm
20-042648-0010 D,238.299494805071,Se,78,0.003786,ppm
20-042648-0010 D,238.299494805071,Mo,95,0.012161,ppm
20-042648-0010 D,238.299494805071,Cd,111,0.000399,ppm
20-042921-0002,58.1530588508956,Be,9,0.008050,ppm
20-042921-0002,58.1530588508956,B,11,20.056743,ppm
20-042921-0002,58.1530588508956,Sn,118,0.014184,ppm
20-042921-0002,58.1530588508956,Sb,121,0.002353,ppm
20-042921-0002,58.1530588508956,Hg,202,0.000185,ppm
20-042921-0002,58.1530588508956,Pb,208,0.035326,ppm
20-042921-0002,58.1530588508956,Mg,24,346.704802,ppm
20-042921-0002,58.1530588508956,Al,27,5.457607,ppm
20-042921-0002,58.1530588508956,Ti,47,0.325216,ppm
20-042921-0002,58.1530588508956,Cr,52,0.122342,ppm
20-042921-0002,58.1530588508956,Mn,55,3.105883,ppm
20-042921-0002,58.1530588508956,Fe,56,17.339913,ppm
20-042921-0002,58.1530588508956,Co,59,0.011475,ppm
20-042921-0002,58.1530588508956,Ni,60,0.064459,ppm
20-042921-0002,58.1530588508956,Cu,65,0.205156,ppm
20-042921-0002,58.1530588508956,Zn,66,1.876724,ppm
20-042921-0002,58.1530588508956,As,75,0.036648,ppm
20-042921-0002,58.1530588508956,Se,78,0.002677,ppm
20-042921-0002,58.1530588508956,Mo,95,0.131501,ppm
20-042921-0002,58.1530588508956,Cd,111,0.000674,ppm
20-042921-0004,55.8098002009153,Be,9,0.007911,ppm
20-042921-0004,55.8098002009153,B,11,19.573956,ppm
20-042921-0004,55.8098002009153,Sn,118,0.013294,ppm
20-042921-0004,55.8098002009153,Sb,121,0.002374,ppm
20-042921-0004,55.8098002009153,Hg,202,0.000126,ppm
20-042921-0004,55.8098002009153,Pb,208,0.034198,ppm
20-042921-0004,55.8098002009153,Mg,24,341.776608,ppm
20-042921-0004,55.8098002009153,Al,27,5.388188,ppm
20-042921-0004,55.8098002009153,Ti,47,0.205087,ppm
20-042921-0004,55.8098002009153,Cr,52,0.091726,ppm
20-042921-0004,55.8098002009153,Mn,55,3.136129,ppm
20-042921-0004,55.8098002009153,Fe,56,16.213870,ppm
20-042921-0004,55.8098002009153,Co,59,0.010827,ppm
20-042921-0004,55.8098002009153,Ni,60,0.061581,ppm
20-042921-0004,55.8098002009153,Cu,65,0.187787,ppm
20-042921-0004,55.8098002009153,Zn,66,1.866428,ppm
20-042921-0004,55.8098002009153,As,75,0.031673,ppm
20-042921-0004,55.8098002009153,Se,78,0.003985,ppm
20-042921-0004,55.8098002009153,Mo,95,0.090112,ppm
20-042921-0004,55.8098002009153,Cd,111,0.000541,ppm
20-043956-0003 junk,45.5746969282654,Be,9,0.013288,ppm
20-043956-0003 junk,45.5746969282654,B,11,42.366433,ppm
20-043956-0003 junk,45.5746969282654,Sn,118,0.015182,ppm
20-043956-0003 junk,45.5746969282654,Sb,121,0.010322,ppm
20-043956-0003 junk,45.5746969282654,Hg,202,0.002682,ppm
20-043956-0003 junk,45.5746969282654,Pb,208,0.344676,ppm
20-043956-0003 junk,45.5746969282654,Mg,24,3841.620918,ppm
20-043956-0003 junk,45.5746969282654,Al,27,249.183242,ppm
20-043956-0003 junk,45.5746969282654,Ti,47,7.717370,ppm
20-043956-0003 junk,45.5746969282654,Cr,52,1.293441,ppm
20-043956-0003 junk,45.5746969282654,Mn,55,16.257175,ppm
20-043956-0003 junk,45.5746969282654,Fe,56,211.116717,ppm
20-043956-0003 junk,45.5746969282654,Co,59,0.120559,ppm
20-043956-0003 junk,45.5746969282654,Ni,60,1.187515,ppm
20-043956-0003 junk,45.5746969282654,Cu,65,2.286199,ppm
20-043956-0003 junk,45.5746969282654,Zn,66,9.141734,ppm
20-043956-0003 junk,45.5746969282654,As,75,6.956676,ppm
20-043956-0003 junk,45.5746969282654,Se,78,0.054985,ppm
20-043956-0003 junk,45.5746969282654,Mo,95,0.148241,ppm
20-043956-0003 junk,45.5746969282654,Cd,111,0.153953,ppm
20-044427-0001,45.8589379069981,Be,9,0.000411,ppm
20-044427-0001,45.8589379069981,B,11,11.048044,ppm
20-044427-0001,45.8589379069981,Sn,118,0.011174,ppm
20-044427-0001,45.8589379069981,Sb,121,0.001421,ppm
20-044427-0001,45.8589379069981,Hg,202,0.000837,ppm
20-044427-0001,45.8589379069981,Pb,208,0.028412,ppm
20-044427-0001,45.8589379069981,Mg,24,3841.150041,ppm
20-044427-0001,45.8589379069981,Al,27,41.576075,ppm
20-044427-0001,45.8589379069981,Ti,47,2.163768,ppm
20-044427-0001,45.8589379069981,Cr,52,0.552786,ppm
20-044427-0001,45.8589379069981,Mn,55,29.314530,ppm
20-044427-0001,45.8589379069981,Fe,56,78.405259,ppm
20-044427-0001,45.8589379069981,Co,59,0.497030,ppm
20-044427-0001,45.8589379069981,Ni,60,2.920345,ppm
20-044427-0001,45.8589379069981,Cu,65,25.136546,ppm
20-044427-0001,45.8589379069981,Zn,66,74.629910,ppm
20-044427-0001,45.8589379069981,As,75,0.022658,ppm
20-044427-0001,45.8589379069981,Se,78,0.472262,ppm
20-044427-0001,45.8589379069981,Mo,95,0.540999,ppm
20-044427-0001,45.8589379069981,Cd,111,0.991057,ppm
Dried Soup 1,42.6876120549816,Be,9,0.000265,ppm
Dried Soup 1,42.6876120549816,B,11,8.764157,ppm
Dried Soup 1,42.6876120549816,Sn,118,0.006973,ppm
Dried Soup 1,42.6876120549816,Sb,121,0.003029,ppm
Dried Soup 1,42.6876120549816,Hg,202,0.000273,ppm
Dried Soup 1,42.6876120549816,Pb,208,0.019923,ppm
Dried Soup 1,42.6876120549816,Mg,24,1338.693438,ppm
Dried Soup 1,42.6876120549816,Al,27,7.156389,ppm
Dried Soup 1,42.6876120549816,Ti,47,0.425931,ppm
Dried Soup 1,42.6876120549816,Cr,52,0.128225,ppm
Dried Soup 1,42.6876120549816,Mn,55,13.909127,ppm
Dried Soup 1,42.6876120549816,Fe,56,32.354278,ppm
Dried Soup 1,42.6876120549816,Co,59,0.039489,ppm
Dried Soup 1,42.6876120549816,Ni,60,0.380682,ppm
Dried Soup 1,42.6876120549816,Cu,65,4.697227,ppm
Dried Soup 1,42.6876120549816,Zn,66,28.206754,ppm
Dried Soup 1,42.6876120549816,As,75,0.009146,ppm
Dried Soup 1,42.6876120549816,Se,78,0.088367,ppm
Dried Soup 1,42.6876120549816,Mo,95,0.575312,ppm
Dried Soup 1,42.6876120549816,Cd,111,0.054820,ppm
Dried Soup 2,57.6036866359447,Be,9,0.000287,ppm
Dried Soup 2,57.6036866359447,B,11,8.741022,ppm
Dried Soup 2,57.6036866359447,Sn,118,0.006786,ppm
Dried Soup 2,57.6036866359447,Sb,121,0.002542,ppm
Dried Soup 2,57.6036866359447,Hg,202,0.000288,ppm
Dried Soup 2,57.6036866359447,Pb,208,0.020059,ppm
Dried Soup 2,57.6036866359447,Mg,24,1372.862053,ppm
Dried Soup 2,57.6036866359447,Al,27,6.952919,ppm
Dried Soup 2,57.6036866359447,Ti,47,0.376980,ppm
Dried Soup 2,57.6036866359447,Cr,52,0.086737,ppm
Dried Soup 2,57.6036866359447,Mn,55,13.391048,ppm
Dried Soup 2,57.6036866359447,Fe,56,32.106981,ppm
Dried Soup 2,57.6036866359447,Co,59,0.040119,ppm
Dried Soup 2,57.6036866359447,Ni,60,0.371081,ppm
Dried Soup 2,57.6036866359447,Cu,65,4.768416,ppm
Dried Soup 2,57.6036866359447,Zn,66,27.850297,ppm
Dried Soup 2,57.6036866359447,As,75,0.009072,ppm
Dried Soup 2,57.6036866359447,Se,78,0.097694,ppm
Dried Soup 2,57.6036866359447,Mo,95,0.570599,ppm
Dried Soup 2,57.6036866359447,Cd,111,0.054810,ppm
Dried Soup 3,58.7199060481503,Be,9,0.000314,ppm
Dried Soup 3,58.7199060481503,B,11,9.342215,ppm
Dried Soup 3,58.7199060481503,Sn,118,0.006784,ppm
Dried Soup 3,58.7199060481503,Sb,121,0.003338,ppm
Dried Soup 3,58.7199060481503,Hg,202,0.000308,ppm
Dried Soup 3,58.7199060481503,Pb,208,0.020425,ppm
Dried Soup 3,58.7199060481503,Mg,24,1371.109450,ppm
Dried Soup 3,58.7199060481503,Al,27,7.869647,ppm
Dried Soup 3,58.7199060481503,Ti,47,0.430104,ppm
Dried Soup 3,58.7199060481503,Cr,52,0.120861,ppm
Dried Soup 3,58.7199060481503,Mn,55,13.781381,ppm
Dried Soup 3,58.7199060481503,Fe,56,32.917266,ppm
Dried Soup 3,58.7199060481503,Co,59,0.040780,ppm
Dried Soup 3,58.7199060481503,Ni,60,0.389214,ppm
Dried Soup 3,58.7199060481503,Cu,65,4.803216,ppm
Dried Soup 3,58.7199060481503,Zn,66,29.453908,ppm
Dried Soup 3,58.7199060481503,As,75,0.010279,ppm
Dried Soup 3,58.7199060481503,Se,78,0.086267,ppm
Dried Soup 3,58.7199060481503,Mo,95,0.558466,ppm
Dried Soup 3,58.7199060481503,Cd,111,0.053201,ppm
rinse,1,Be,9,0.000000,ppm
rinse,1,B,11,0.002225,ppm
rinse,1,Sn,118,0.000024,ppm
rinse,1,Sb,121,0.000004,ppm
rinse,1,Hg,202,0.000000,ppm
rinse,1,Pb,208,-0.000001,ppm
rinse,1,Mg,24,0.000947,ppm
rinse,1,Al,27,-0.000114,ppm
rinse,1,Ti,47,0.000011,ppm
rinse,1,Cr,52,0.000037,ppm
rinse,1,Mn,55,0.000008,ppm
rinse,1,Fe,56,0.000007,ppm
rinse,1,Co,59,0.000000,ppm
rinse,1,Ni,60,0.000002,ppm
rinse,1,Cu,65,0.000098,ppm
rinse,1,Zn,66,-0.000042,ppm
rinse,1,As,75,0.000005,ppm
rinse,1,Se,78,0.000031,ppm
rinse,1,Mo,95,0.000002,ppm
rinse,1,Cd,111,0.000001,ppm
rinse,1,Be,9,0.000000,ppm
rinse,1,B,11,0.001194,ppm
rinse,1,Sn,118,0.000052,ppm
rinse,1,Sb,121,0.000004,ppm
rinse,1,Hg,202,0.000000,ppm
rinse,1,Pb,208,-0.000001,ppm
rinse,1,Mg,24,0.000371,ppm
rinse,1,Al,27,-0.000103,ppm
rinse,1,Ti,47,-0.000001,ppm
rinse,1,Cr,52,0.000026,ppm
rinse,1,Mn,55,-0.000001,ppm
rinse,1,Fe,56,-0.000007,ppm
rinse,1,Co,59,0.000000,ppm
rinse,1,Ni,60,0.000003,ppm
rinse,1,Cu,65,0.000081,ppm
rinse,1,Zn,66,-0.000059,ppm
rinse,1,As,75,0.000007,ppm
rinse,1,Se,78,0.000004,ppm
rinse,1,Mo,95,0.000000,ppm
rinse,1,Cd,111,0.000001,ppm
rinse,1,Be,9,0.000000,ppm
rinse,1,B,11,0.000823,ppm
rinse,1,Sn,118,0.000025,ppm
rinse,1,Sb,121,0.000004,ppm
rinse,1,Hg,202,0.000000,ppm
rinse,1,Pb,208,-0.000001,ppm
rinse,1,Mg,24,0.000237,ppm
rinse,1,Al,27,-0.000157,ppm
rinse,1,Ti,47,0.000005,ppm
rinse,1,Cr,52,0.000015,ppm
rinse,1,Mn,55,-0.000001,ppm
rinse,1,Fe,56,-0.000014,ppm
rinse,1,Co,59,0.000000,ppm
rinse,1,Ni,60,0.000003,ppm
rinse,1,Cu,65,0.000063,ppm
rinse,1,Zn,66,-0.000069,ppm
rinse,1,As,75,0.000005,ppm
rinse,1,Se,78,0.000019,ppm
rinse,1,Mo,95,0.000001,ppm
rinse,1,Cd,111,0.000001,ppm
rinse,1,Be,9,0.000000,ppm
rinse,1,B,11,0.000616,ppm
rinse,1,Sn,118,0.000022,ppm
rinse,1,Sb,121,0.000005,ppm
rinse,1,Hg,202,0.000000,ppm
rinse,1,Pb,208,-0.000001,ppm
rinse,1,Mg,24,0.000120,ppm
rinse,1,Al,27,-0.000133,ppm
rinse,1,Ti,47,0.000005,ppm
rinse,1,Cr,52,0.000016,ppm
rinse,1,Mn,55,-0.000007,ppm
rinse,1,Fe,56,-0.000010,ppm
rinse,1,Co,59,0.000000,ppm
rinse,1,Ni,60,0.000002,ppm
rinse,1,Cu,65,0.000049,ppm
rinse,1,Zn,66,-0.000060,ppm
rinse,1,As,75,0.000003,ppm
rinse,1,Se,78,0.000020,ppm
rinse,1,Mo,95,-0.000001,ppm
rinse,1,Cd,111,0.000001,ppm
20-043956-0003 ,455.746969282654,Be,9,0.011340,ppm
20-043956-0003 ,455.746969282654,B,11,37.027971,ppm
20-043956-0003 ,455.746969282654,Sn,118,0.015823,ppm
20-043956-0003 ,455.746969282654,Sb,121,0.010731,ppm
20-043956-0003 ,455.746969282654,Hg,202,0.002463,ppm
20-043956-0003 ,455.746969282654,Pb,208,0.349892,ppm
20-043956-0003 ,455.746969282654,Mg,24,4262.161881,ppm
20-043956-0003 ,455.746969282654,Al,27,244.508195,ppm
20-043956-0003 ,455.746969282654,Ti,47,7.763118,ppm
20-043956-0003 ,455.746969282654,Cr,52,1.090360,ppm
20-043956-0003 ,455.746969282654,Mn,55,11.973525,ppm
20-043956-0003 ,455.746969282654,Fe,56,226.530479,ppm
20-043956-0003 ,455.746969282654,Co,59,0.142295,ppm
20-043956-0003 ,455.746969282654,Ni,60,1.126360,ppm
20-043956-0003 ,455.746969282654,Cu,65,2.307389,ppm
20-043956-0003 ,455.746969282654,Zn,66,7.960592,ppm
20-043956-0003 ,455.746969282654,As,75,6.429334,ppm
20-043956-0003 ,455.746969282654,Se,78,0.059753,ppm
20-043956-0003 ,455.746969282654,Mo,95,0.130109,ppm
20-043956-0003 ,455.746969282654,Cd,111,0.141125,ppm
20-044427-0001,45.8589379069981,Be,9,0.000484,ppm
20-044427-0001,45.8589379069981,B,11,11.722254,ppm
20-044427-0001,45.8589379069981,Sn,118,0.011913,ppm
20-044427-0001,45.8589379069981,Sb,121,0.001473,ppm
20-044427-0001,45.8589379069981,Hg,202,0.000837,ppm
20-044427-0001,45.8589379069981,Pb,208,0.028777,ppm
20-044427-0001,45.8589379069981,Mg,24,3860.338741,ppm
20-044427-0001,45.8589379069981,Al,27,40.300555,ppm
20-044427-0001,45.8589379069981,Ti,47,2.096344,ppm
20-044427-0001,45.8589379069981,Cr,52,0.528623,ppm
20-044427-0001,45.8589379069981,Mn,55,26.921152,ppm
20-044427-0001,45.8589379069981,Fe,56,81.223695,ppm
20-044427-0001,45.8589379069981,Co,59,0.526913,ppm
20-044427-0001,45.8589379069981,Ni,60,2.866322,ppm
20-044427-0001,45.8589379069981,Cu,65,24.469669,ppm
20-044427-0001,45.8589379069981,Zn,66,70.321956,ppm
20-044427-0001,45.8589379069981,As,75,0.023433,ppm
20-044427-0001,45.8589379069981,Se,78,0.456309,ppm
20-044427-0001,45.8589379069981,Mo,95,0.531245,ppm
20-044427-0001,45.8589379069981,Cd,111,0.950326,ppm
Magic rinse,1,Be,9,0.000000,ppm
Magic rinse,1,B,11,0.001617,ppm
Magic rinse,1,Sn,118,0.002344,ppm
Magic rinse,1,Sb,121,-0.000001,ppm
Magic rinse,1,Hg,202,0.000008,ppm
Magic rinse,1,Pb,208,0.000001,ppm
Magic rinse,1,Mg,24,0.011358,ppm
Magic rinse,1,Al,27,0.000713,ppm
Magic rinse,1,Ti,47,-0.000054,ppm
Magic rinse,1,Cr,52,0.000091,ppm
Magic rinse,1,Mn,55,0.000073,ppm
Magic rinse,1,Fe,56,0.000554,ppm
Magic rinse,1,Co,59,0.000004,ppm
Magic rinse,1,Ni,60,0.000051,ppm
Magic rinse,1,Cu,65,0.000391,ppm
Magic rinse,1,Zn,66,-0.000031,ppm
Magic rinse,1,As,75,0.000003,ppm
Magic rinse,1,Se,78,0.000030,ppm
Magic rinse,1,Mo,95,0.000025,ppm
Magic rinse,1,Cd,111,0.000004,ppm
dilute HNO3 ,1,Be,9,0.000000,ppm
dilute HNO3 ,1,B,11,0.000897,ppm
dilute HNO3 ,1,Sn,118,-0.000027,ppm
dilute HNO3 ,1,Sb,121,-0.000002,ppm
dilute HNO3 ,1,Hg,202,0.000000,ppm
dilute HNO3 ,1,Pb,208,0.000005,ppm
dilute HNO3 ,1,Mg,24,0.000836,ppm
dilute HNO3 ,1,Al,27,-0.000029,ppm
dilute HNO3 ,1,Ti,47,-0.000163,ppm
dilute HNO3 ,1,Cr,52,-0.000017,ppm
dilute HNO3 ,1,Mn,55,0.000004,ppm
dilute HNO3 ,1,Fe,56,0.000200,ppm
dilute HNO3 ,1,Co,59,0.000001,ppm
dilute HNO3 ,1,Ni,60,0.000007,ppm
dilute HNO3 ,1,Cu,65,0.000046,ppm
dilute HNO3 ,1,Zn,66,0.000389,ppm
dilute HNO3 ,1,As,75,-0.000003,ppm
dilute HNO3 ,1,Se,78,0.000015,ppm
dilute HNO3 ,1,Mo,95,0.000000,ppm
dilute HNO3 ,1,Cd,111,0.000001,ppm
rinse,1,Be,9,0.000000,ppm
rinse,1,B,11,0.000675,ppm
rinse,1,Sn,118,0.000026,ppm
rinse,1,Sb,121,0.000002,ppm
rinse,1,Hg,202,0.000000,ppm
rinse,1,Pb,208,0.000000,ppm
rinse,1,Mg,24,0.005961,ppm
rinse,1,Al,27,-0.000134,ppm
rinse,1,Ti,47,0.000067,ppm
rinse,1,Cr,52,-0.000002,ppm
rinse,1,Mn,55,0.000033,ppm
rinse,1,Fe,56,0.000171,ppm
rinse,1,Co,59,0.000001,ppm
rinse,1,Ni,60,0.000019,ppm
rinse,1,Cu,65,0.000300,ppm
rinse,1,Zn,66,0.000005,ppm
rinse,1,As,75,0.000003,ppm
rinse,1,Se,78,0.000020,ppm
rinse,1,Mo,95,0.000000,ppm
rinse,1,Cd,111,0.000001,ppm
rinse,1,Be,9,0.000000,ppm
rinse,1,B,11,0.000417,ppm
rinse,1,Sn,118,0.000027,ppm
rinse,1,Sb,121,0.000003,ppm
rinse,1,Hg,202,0.000000,ppm
rinse,1,Pb,208,-0.000001,ppm
rinse,1,Mg,24,0.004109,ppm
rinse,1,Al,27,-0.000168,ppm
rinse,1,Ti,47,0.000050,ppm
rinse,1,Cr,52,0.000004,ppm
rinse,1,Mn,55,0.000022,ppm
rinse,1,Fe,56,0.000108,ppm
rinse,1,Co,59,0.000001,ppm
rinse,1,Ni,60,0.000013,ppm
rinse,1,Cu,65,0.000239,ppm
rinse,1,Zn,66,-0.000014,ppm
rinse,1,As,75,0.000001,ppm
rinse,1,Se,78,0.000021,ppm
rinse,1,Mo,95,0.000000,ppm
rinse,1,Cd,111,0.000001,ppm
rinse,1,Be,9,0.000000,ppm
rinse,1,B,11,0.000283,ppm
rinse,1,Sn,118,0.000025,ppm
rinse,1,Sb,121,0.000002,ppm
rinse,1,Hg,202,0.000000,ppm
rinse,1,Pb,208,-0.000001,ppm
rinse,1,Mg,24,0.002416,ppm
rinse,1,Al,27,-0.000094,ppm
rinse,1,Ti,47,0.000009,ppm
rinse,1,Cr,52,-0.000006,ppm
rinse,1,Mn,55,0.000009,ppm
rinse,1,Fe,56,0.000056,ppm
rinse,1,Co,59,0.000000,ppm
rinse,1,Ni,60,0.000007,ppm
rinse,1,Cu,65,0.000145,ppm
rinse,1,Zn,66,-0.000064,ppm
rinse,1,As,75,0.000001,ppm
rinse,1,Se,78,0.000006,ppm
rinse,1,Mo,95,0.000001,ppm
rinse,1,Cd,111,0.000003,ppm
20-044427-0001 100x,458.589379069981,Be,9,0.000369,ppm
20-044427-0001 100x,458.589379069981,B,11,11.461809,ppm
20-044427-0001 100x,458.589379069981,Sn,118,0.011437,ppm
20-044427-0001 100x,458.589379069981,Sb,121,0.001457,ppm
20-044427-0001 100x,458.589379069981,Hg,202,0.001280,ppm
20-044427-0001 100x,458.589379069981,Pb,208,0.033451,ppm
20-044427-0001 100x,458.589379069981,Mg,24,3732.814822,ppm
20-044427-0001 100x,458.589379069981,Al,27,37.313459,ppm
20-044427-0001 100x,458.589379069981,Ti,47,2.007770,ppm
20-044427-0001 100x,458.589379069981,Cr,52,0.461719,ppm
20-044427-0001 100x,458.589379069981,Mn,55,20.635203,ppm
20-044427-0001 100x,458.589379069981,Fe,56,85.123811,ppm
20-044427-0001 100x,458.589379069981,Co,59,0.580507,ppm
20-044427-0001 100x,458.589379069981,Ni,60,2.724726,ppm
20-044427-0001 100x,458.589379069981,Cu,65,23.070373,ppm
20-044427-0001 100x,458.589379069981,Zn,66,57.523885,ppm
20-044427-0001 100x,458.589379069981,As,75,0.021288,ppm
20-044427-0001 100x,458.589379069981,Se,78,0.366053,ppm
20-044427-0001 100x,458.589379069981,Mo,95,0.483508,ppm
20-044427-0001 100x,458.589379069981,Cd,111,0.885853,ppm
rinse,1,Be,9,0.000000,ppm
rinse,1,B,11,0.000264,ppm
rinse,1,Sn,118,0.000027,ppm
rinse,1,Sb,121,0.000003,ppm
rinse,1,Hg,202,0.000000,ppm
rinse,1,Pb,208,-0.000001,ppm
rinse,1,Mg,24,0.000172,ppm
rinse,1,Al,27,-0.000196,ppm
rinse,1,Ti,47,-0.000006,ppm
rinse,1,Cr,52,-0.000003,ppm
rinse,1,Mn,55,-0.000004,ppm
rinse,1,Fe,56,-0.000002,ppm
rinse,1,Co,59,0.000000,ppm
rinse,1,Ni,60,0.000005,ppm
rinse,1,Cu,65,0.000014,ppm
rinse,1,Zn,66,0.000013,ppm
rinse,1,As,75,0.000002,ppm
rinse,1,Se,78,0.000006,ppm
rinse,1,Mo,95,0.000000,ppm
rinse,1,Cd,111,0.000001,ppm
rinse,1,Be,9,0.000000,ppm
rinse,1,B,11,0.000125,ppm
rinse,1,Sn,118,0.000024,ppm
rinse,1,Sb,121,0.000002,ppm
rinse,1,Hg,202,0.000000,ppm
rinse,1,Pb,208,-0.000001,ppm
rinse,1,Mg,24,0.000122,ppm
rinse,1,Al,27,-0.000148,ppm
rinse,1,Ti,47,-0.000049,ppm
rinse,1,Cr,52,-0.000007,ppm
rinse,1,Mn,55,-0.000005,ppm
rinse,1,Fe,56,-0.000015,ppm
rinse,1,Co,59,0.000000,ppm
rinse,1,Ni,60,0.000003,ppm
rinse,1,Cu,65,0.000021,ppm
rinse,1,Zn,66,0.000005,ppm
rinse,1,As,75,-0.000001,ppm
rinse,1,Se,78,0.000001,ppm
rinse,1,Mo,95,0.000000,ppm
rinse,1,Cd,111,0.000000,ppm
Calibration Check,1,Be,9,0.009234,ppm
Calibration Check,1,B,11,0.009339,ppm
Calibration Check,1,Sn,118,0.009953,ppm
Calibration Check,1,Sb,121,0.009517,ppm
Calibration Check,1,Hg,202,0.000468,ppm
Calibration Check,1,Pb,208,0.009864,ppm
Calibration Check,1,Mg,24,0.009935,ppm
Calibration Check,1,Al,27,0.010878,ppm
Calibration Check,1,Ti,47,0.009538,ppm
Calibration Check,1,Cr,52,0.009734,ppm
Calibration Check,1,Mn,55,0.010751,ppm
Calibration Check,1,Fe,56,0.009617,ppm
Calibration Check,1,Co,59,0.009743,ppm
Calibration Check,1,Ni,60,0.010329,ppm
Calibration Check,1,Cu,65,0.009756,ppm
Calibration Check,1,Zn,66,0.010391,ppm
Calibration Check,1,As,75,0.009594,ppm
Calibration Check,1,Se,78,0.009807,ppm
Calibration Check,1,Mo,95,0.010163,ppm
Calibration Check,1,Cd,111,0.010180,ppm
rinse,1,Be,9,0.000000,ppm
rinse,1,B,11,0.000078,ppm
rinse,1,Sn,118,0.000028,ppm
rinse,1,Sb,121,0.000004,ppm
rinse,1,Hg,202,0.000003,ppm
rinse,1,Pb,208,0.000000,ppm
rinse,1,Mg,24,-0.000022,ppm
rinse,1,Al,27,-0.000214,ppm
rinse,1,Ti,47,0.000072,ppm
rinse,1,Cr,52,-0.000014,ppm
rinse,1,Mn,55,-0.000009,ppm
rinse,1,Fe,56,-0.000015,ppm
rinse,1,Co,59,0.000000,ppm
rinse,1,Ni,60,0.000002,ppm
rinse,1,Cu,65,0.000003,ppm
rinse,1,Zn,66,0.000015,ppm
rinse,1,As,75,0.000002,ppm
rinse,1,Se,78,0.000034,ppm
