Sample Name,Dilution Factor,Analyte,Mass,Concentration,Units
condition 1,1,Mn,55,,ppb
condition 1,1,Fe,56,,ppm
condition 1,1,Co,59,,ppb
condition 1,1,Cu,65,,ppm
condition 1,1,Zn,66,,ppm
condition 1,1,Se,78,,ppm
condition 1,1,Mo,95,,ppb
condition 1,1,Pb,208,,ppm
condition 2,1,Mn,55,,ppb
condition 2,1,Fe,56,,ppm
condition 2,1,Co,59,,ppb
condition 2,1,Cu,65,,ppm
condition 2,1,Zn,66,,ppm
condition 2,1,Se,78,,ppm
condition 2,1,Mo,95,,ppb
condition 2,1,Pb,208,,ppm
rinse,1,Mn,55,,ppb
rinse,1,Fe,56,,ppm
rinse,1,Co,59,,ppb
rinse,1,Cu,65,,ppm
rinse,1,Zn,66,,ppm
rinse,1,Se,78,,ppm
rinse,1,Mo,95,,ppb
rinse,1,Pb,208,,ppm
rinse,1,Mn,55,,ppb
rinse,1,Fe,56,,ppm
rinse,1,Co,59,,ppb
rinse,1,Cu,65,,ppm
rinse,1,Zn,66,,ppm
rinse,1,Se,78,,ppm
rinse,1,Mo,95,,ppb
rinse,1,Pb,208,,ppm
rinse,1,Mn,55,,ppb
rinse,1,Fe,56,,ppm
rinse,1,Co,59,,ppb
rinse,1,Cu,65,,ppm
rinse,1,Zn,66,,ppm
rinse,1,Se,78,,ppm
rinse,1,Mo,95,,ppb
rinse,1,Pb,208,,ppm
blk verify,1,Mn,55,,ppb
blk verify,1,Fe,56,,ppm
blk verify,1,Co,59,,ppb
blk verify,1,Cu,65,,ppm
blk verify,1,Zn,66,,ppm
blk verify,1,Se,78,,ppm
blk verify,1,Mo,95,,ppb
blk verify,1,Pb,208,,ppm
rinse,1,Mn,55,,ppb
rinse,1,Fe,56,,ppm
rinse,1,Co,59,,ppb
rinse,1,Cu,65,,ppm
rinse,1,Zn,66,,ppm
rinse,1,Se,78,,ppm
rinse,1,Mo,95,,ppb
rinse,1,Pb,208,,ppm
rinse,1,Mn,55,,ppb
rinse,1,Fe,56,,ppm
rinse,1,Co,59,,ppb
rinse,1,Cu,65,,ppm
rinse,1,Zn,66,,ppm
rinse,1,Se,78,,ppm
rinse,1,Mo,95,,ppb
rinse,1,Pb,208,,ppm
blank,1,Mn,55,0.000000,ppb
blank,1,Fe,56,0.000000,ppm
blank,1,Co,59,0.000000,ppb
blank,1,Cu,65,0.000000,ppm
blank,1,Zn,66,0.000512,ppm
blank,1,Se,78,0.000000,ppm
blank,1,Mo,95,0.000000,ppb
blank,1,Pb,208,0.000000,ppm
0.05 uog3/4,200,Mn,55,9.609481,ppb
0.05 uog3/4,200,Fe,56,0.024692,ppm
0.05 uog3/4,200,Co,59,9.525721,ppb
0.05 uog3/4,200,Cu,65,0.011145,ppm
0.05 uog3/4,200,Zn,66,0.046949,ppm
0.05 uog3/4,200,Se,78,0.007691,ppm
0.05 uog3/4,200,Mo,95,10.036763,ppb
0.05 uog3/4,200,Pb,208,0.009063,ppm
0.1 uog3/4,100,Mn,55,9.898960,ppb
0.1 uog3/4,100,Fe,56,0.017387,ppm
0.1 uog3/4,100,Co,59,9.489379,ppb
0.1 uog3/4,100,Cu,65,0.010277,ppm
0.1 uog3/4,100,Zn,66,0.026867,ppm
0.1 uog3/4,100,Se,78,0.007476,ppm
0.1 uog3/4,100,Mo,95,9.981731,ppb
0.1 uog3/4,100,Pb,208,0.009267,ppm
0.1 uog3/4,100,Mn,55,9.806201,ppb
0.1 uog3/4,100,Fe,56,0.015857,ppm
0.1 uog3/4,100,Co,59,9.726434,ppb
0.1 uog3/4,100,Cu,65,0.010479,ppm
0.1 uog3/4,100,Zn,66,0.028049,ppm
0.1 uog3/4,100,Se,78,0.007928,ppm
0.1 uog3/4,100,Mo,95,9.992550,ppb
0.1 uog3/4,100,Pb,208,0.009641,ppm
0.25 uog3/4,40,Mn,55,9.478784,ppb
0.25 uog3/4,40,Fe,56,0.011730,ppm
0.25 uog3/4,40,Co,59,9.445373,ppb
0.25 uog3/4,40,Cu,65,0.009841,ppm
0.25 uog3/4,40,Zn,66,0.015992,ppm
0.25 uog3/4,40,Se,78,0.007444,ppm
0.25 uog3/4,40,Mo,95,9.819063,ppb
0.25 uog3/4,40,Pb,208,0.009209,ppm
0.5 uog3/4,20,Mn,55,9.677544,ppb
0.5 uog3/4,20,Fe,56,0.011034,ppm
0.5 uog3/4,20,Co,59,9.755484,ppb
0.5 uog3/4,20,Cu,65,0.009719,ppm
0.5 uog3/4,20,Zn,66,0.013081,ppm
0.5 uog3/4,20,Se,78,0.008243,ppm
0.5 uog3/4,20,Mo,95,9.896560,ppb
0.5 uog3/4,20,Pb,208,0.009321,ppm
1 uog3/4,10,Mn,55,9.758498,ppb
1 uog3/4,10,Fe,56,0.010312,ppm
1 uog3/4,10,Co,59,9.849930,ppb
1 uog3/4,10,Cu,65,0.010136,ppm
1 uog3/4,10,Zn,66,0.011461,ppm
1 uog3/4,10,Se,78,0.008994,ppm
1 uog3/4,10,Mo,95,9.879213,ppb
1 uog3/4,10,Pb,208,0.009507,ppm
5 uog3/uog4,2,Mn,55,9.745088,ppb
5 uog3/uog4,2,Fe,56,0.010005,ppm
5 uog3/uog4,2,Co,59,9.864123,ppb
5 uog3/uog4,2,Cu,65,0.009896,ppm
5 uog3/uog4,2,Zn,66,0.010493,ppm
5 uog3/uog4,2,Se,78,0.009429,ppm
5 uog3/uog4,2,Mo,95,9.868444,ppb
5 uog3/uog4,2,Pb,208,0.009421,ppm
10 uog3/uog4,1,Mn,55,10.052798,ppb
10 uog3/uog4,1,Fe,56,0.009963,ppm
10 uog3/uog4,1,Co,59,9.809528,ppb
10 uog3/uog4,1,Cu,65,0.009985,ppm
10 uog3/uog4,1,Zn,66,0.010817,ppm
10 uog3/uog4,1,Se,78,0.010046,ppm
10 uog3/uog4,1,Mo,95,10.034468,ppb
10 uog3/uog4,1,Pb,208,0.009527,ppm
50 uog3,1,Mn,55,50.002901,ppb
50 uog3,1,Fe,56,0.049105,ppm
50 uog3,1,Co,59,50.045388,ppb
50 uog3,1,Cu,65,0.049300,ppm
50 uog3,1,Zn,66,0.051405,ppm
50 uog3,1,Se,78,0.050023,ppm
50 uog3,1,Mo,95,51.124634,ppb
50 uog3,1,Pb,208,0.050125,ppm
250 uog3,1,Mn,55,0.006650,ppb
250 uog3,1,Fe,56,0.250180,ppm
250 uog3,1,Co,59,0.014430,ppb
250 uog3,1,Cu,65,0.250142,ppm
250 uog3,1,Zn,66,0.249681,ppm
250 uog3,1,Se,78,-0.000008,ppm
250 uog3,1,Mo,95,0.040406,ppb
250 uog3,1,Pb,208,0.000004,ppm
rinse,50,Mn,55,0.032703,ppb
rinse,50,Fe,56,-0.000876,ppm
rinse,50,Co,59,0.022621,ppb
rinse,50,Cu,65,0.000797,ppm
rinse,50,Zn,66,0.008291,ppm
rinse,50,Se,78,-0.000644,ppm
rinse,50,Mo,95,0.527692,ppb
rinse,50,Pb,208,-0.000046,ppm
rinse,50,Mn,55,0.007647,ppb
rinse,50,Fe,56,-0.001028,ppm
rinse,50,Co,59,0.023259,ppb
rinse,50,Cu,65,0.000008,ppm
rinse,50,Zn,66,0.007861,ppm
rinse,50,Se,78,-0.000699,ppm
rinse,50,Mo,95,0.239929,ppb
rinse,50,Pb,208,-0.000063,ppm
rinse,50,Mn,55,-0.017394,ppb
rinse,50,Fe,56,-0.002299,ppm
rinse,50,Co,59,0.016431,ppb
rinse,50,Cu,65,-0.000109,ppm
rinse,50,Zn,66,0.007814,ppm
rinse,50,Se,78,-0.000666,ppm
rinse,50,Mo,95,0.203308,ppb
rinse,50,Pb,208,-0.000081,ppm
5/50 ppb,1,Mn,55,4.989522,ppb
5/50 ppb,1,Fe,56,0.050213,ppm
5/50 ppb,1,Co,59,4.944144,ppb
5/50 ppb,1,Cu,65,0.051496,ppm
5/50 ppb,1,Zn,66,0.051452,ppm
5/50 ppb,1,Se,78,0.005049,ppm
5/50 ppb,1,Mo,95,5.100919,ppb
5/50 ppb,1,Pb,208,0.004715,ppm
rinse,50,Mn,55,-0.052764,ppb
rinse,50,Fe,56,-0.002668,ppm
rinse,50,Co,59,0.016619,ppb
rinse,50,Cu,65,-0.000214,ppm
rinse,50,Zn,66,0.006918,ppm
rinse,50,Se,78,-0.000332,ppm
rinse,50,Mo,95,0.195007,ppb
rinse,50,Pb,208,-0.000075,ppm
rinse,50,Mn,55,0.039469,ppb
rinse,50,Fe,56,-0.000616,ppm
rinse,50,Co,59,0.022556,ppb
rinse,50,Cu,65,-0.000162,ppm
rinse,50,Zn,66,0.007945,ppm
rinse,50,Se,78,0.000033,ppm
rinse,50,Mo,95,0.142354,ppb
rinse,50,Pb,208,-0.000077,ppm
rinse,50,Mn,55,0.002797,ppb
rinse,50,Fe,56,-0.000394,ppm
rinse,50,Co,59,0.026994,ppb
rinse,50,Cu,65,-0.000080,ppm
rinse,50,Zn,66,0.007774,ppm
rinse,50,Se,78,-0.000246,ppm
rinse,50,Mo,95,0.069122,ppb
rinse,50,Pb,208,-0.000070,ppm
Blank,50,Mn,55,0.193442,ppb
Blank,50,Fe,56,-0.000704,ppm
Blank,50,Co,59,0.033428,ppb
Blank,50,Cu,65,-0.000340,ppm
Blank,50,Zn,66,0.008466,ppm
Blank,50,Se,78,-0.000370,ppm
Blank,50,Mo,95,0.102458,ppb
Blank,50,Pb,208,0.000310,ppm
QM-S Q1807 ,50,Mn,55,2.617508,ppb
QM-S Q1807 ,50,Fe,56,0.802563,ppm
QM-S Q1807 ,50,Co,59,3.958394,ppb
QM-S Q1807 ,50,Cu,65,1.157484,ppm
QM-S Q1807 ,50,Zn,66,1.062071,ppm
QM-S Q1807 ,50,Se,78,0.132707,ppm
QM-S Q1807 ,50,Mo,95,1.538956,ppb
QM-S Q1807 ,50,Pb,208,0.137449,ppm
20-045327-0001,50,Mn,55,1.401278,ppb
20-045327-0001,50,Fe,56,1.448756,ppm
20-045327-0001,50,Co,59,1.552931,ppb
20-045327-0001,50,Cu,65,1.197987,ppm
20-045327-0001,50,Zn,66,1.108811,ppm
20-045327-0001,50,Se,78,0.138294,ppm
20-045327-0001,50,Mo,95,7.122762,ppb
20-045327-0001,50,Pb,208,0.000054,ppm
20-045327-0001 DUP,50,Mn,55,1.298395,ppb
20-045327-0001 DUP,50,Fe,56,1.452414,ppm
20-045327-0001 DUP,50,Co,59,1.609935,ppb
20-045327-0001 DUP,50,Cu,65,1.200611,ppm
20-045327-0001 DUP,50,Zn,66,1.094617,ppm
20-045327-0001 DUP,50,Se,78,0.135513,ppm
20-045327-0001 DUP,50,Mo,95,7.062274,ppb
20-045327-0001 DUP,50,Pb,208,-0.000015,ppm
20-045329-0002,50,Mn,55,9.724934,ppb
20-045329-0002,50,Fe,56,2.586360,ppm
20-045329-0002,50,Co,59,4.871633,ppb
20-045329-0002,50,Cu,65,0.993973,ppm
20-045329-0002,50,Zn,66,0.680790,ppm
20-045329-0002,50,Se,78,0.193419,ppm
20-045329-0002,50,Mo,95,2.563862,ppb
20-045329-0002,50,Pb,208,0.000440,ppm
20-045331-0001,50,Mn,55,2.559946,ppb
20-045331-0001,50,Fe,56,4.263184,ppm
20-045331-0001,50,Co,59,1.748740,ppb
20-045331-0001,50,Cu,65,0.757918,ppm
20-045331-0001,50,Zn,66,0.636024,ppm
20-045331-0001,50,Se,78,0.074886,ppm
20-045331-0001,50,Mo,95,106.268036,ppb
20-045331-0001,50,Pb,208,0.000238,ppm
20-045429-0001,50,Mn,55,1.067010,ppb
20-045429-0001,50,Fe,56,5.632749,ppm
20-045429-0001,50,Co,59,16.494771,ppb
20-045429-0001,50,Cu,65,0.762580,ppm
20-045429-0001,50,Zn,66,0.691027,ppm
20-045429-0001,50,Se,78,0.084496,ppm
20-045429-0001,50,Mo,95,12.167953,ppb
